,Algorithm,References,Train Size,Runtime,Value,sigma,diff_mu_12_mu_11,diff_mu_13_mu_23
229,F-DBC,30,214.0,0.021703157604982457,0.899749373433584,0.08135591801137691,0.023081370081576152,0.03866333604373097
230,"F-ACF, Optimized",30,214.0,0.49938746945311624,0.9,0.08135591801137691,0.023081370081576152,0.03866333604373097
231,KNN,Naive (All),219.0,0.04844965596372883,0.848686679174484,0.08135591801137691,0.023081370081576152,0.03866333604373097
232,DBC,Naive (All),219.0,0.050968389865010975,0.9333333333333332,0.08135591801137691,0.023081370081576152,0.03866333604373097
233,F-ACF,10,219.0,0.007128152810037136,0.751125703564728,0.08135591801137691,0.023081370081576152,0.03866333604373097
234,F-DBC,10,219.0,0.008507767940560977,0.784810391787136,0.08135591801137691,0.023081370081576152,0.03866333604373097
235,"F-ACF, Optimized",10,219.0,0.39213352439304194,0.7848777348777348,0.08135591801137691,0.023081370081576152,0.03866333604373097
236,F-ACF,20,219.0,0.013505946099758147,0.8335016835016834,0.08135591801137691,0.023081370081576152,0.03866333604373097
237,F-DBC,20,219.0,0.01495617168645064,0.8672096908939015,0.08135591801137691,0.023081370081576152,0.03866333604373097
238,"F-ACF, Optimized",20,219.0,0.505180442892015,0.9506533178503803,0.08135591801137691,0.023081370081576152,0.03866333604373097
239,F-ACF,30,219.0,0.020105636616547903,0.9,0.08135591801137691,0.023081370081576152,0.03866333604373097
240,F-DBC,30,219.0,0.021673199813812973,0.8845424223473004,0.08135591801137691,0.023081370081576152,0.03866333604373097
241,"F-ACF, Optimized",30,219.0,0.5063156281287472,0.8991348759641443,0.08135591801137691,0.023081370081576152,0.03866333604373097
242,KNN,Naive (All),225.0,0.04956875154748559,0.8287535976134955,0.08135591801137691,0.023081370081576152,0.03866333604373097
243,DBC,Naive (All),225.0,0.06079739819591244,0.9665831244778613,0.08135591801137691,0.023081370081576152,0.03866333604373097
244,F-ACF,10,225.0,0.006791646375010411,0.8316498316498316,0.08135591801137691,0.023081370081576152,0.03866333604373097
245,F-DBC,10,225.0,0.008159224533786376,0.8639515455304929,0.08135591801137691,0.023081370081576152,0.03866333604373097
246,"F-ACF, Optimized",10,225.0,0.402498533607771,0.8631918334993628,0.08135591801137691,0.023081370081576152,0.03866333604373097
247,F-ACF,20,225.0,0.013565660205980141,0.8854575317243617,0.08135591801137691,0.023081370081576152,0.03866333604373097
248,F-DBC,20,225.0,0.015080731672545275,0.851037851037851,0.08135591801137691,0.023081370081576152,0.03866333604373097
249,"F-ACF, Optimized",20,225.0,0.5177734904612105,0.8666666666666667,0.08135591801137691,0.023081370081576152,0.03866333604373097
250,F-ACF,30,225.0,0.020239867704610028,0.8797487065779749,0.08135591801137691,0.023081370081576152,0.03866333604373097
251,F-DBC,30,225.0,0.0217562489832441,0.8832603710652491,0.08135591801137691,0.023081370081576152,0.03866333604373097
252,"F-ACF, Optimized",30,225.0,0.5185882331803441,0.8672096908939015,0.08135591801137691,0.023081370081576152,0.03866333604373097
253,KNN,Naive (All),231.0,0.051376552196840446,0.8647839109970046,0.08135591801137691,0.023081370081576152,0.03866333604373097
254,DBC,Naive (All),231.0,0.053428132614741726,0.9499687304565354,0.08135591801137691,0.023081370081576152,0.03866333604373097
255,F-ACF,10,231.0,0.006791975659628709,0.7559793836389582,0.08135591801137691,0.023081370081576152,0.03866333604373097
256,F-DBC,10,231.0,0.008046721387654544,0.8351648351648352,0.08135591801137691,0.023081370081576152,0.03866333604373097
257,"F-ACF, Optimized",10,231.0,0.41340255839750173,0.8169793621013133,0.08135591801137691,0.023081370081576152,0.03866333604373097
258,F-ACF,20,231.0,0.0135226981403927,0.9158015426308109,0.08135591801137691,0.023081370081576152,0.03866333604373097
259,F-DBC,20,231.0,0.014997706251839797,0.917469251615593,0.08135591801137691,0.023081370081576152,0.03866333604373097
260,"F-ACF, Optimized",20,231.0,0.5256242067242662,0.9166145507608922,0.08135591801137691,0.023081370081576152,0.03866333604373097
261,F-ACF,30,231.0,0.02000262529278795,0.8992058260350944,0.08135591801137691,0.023081370081576152,0.03866333604373097
262,F-DBC,30,231.0,0.0217703557262818,0.8950004244121891,0.08135591801137691,0.023081370081576152,0.03866333604373097
263,"F-ACF, Optimized",30,231.0,0.538476355218639,0.9161952650324743,0.08135591801137691,0.023081370081576152,0.03866333604373097
264,KNN,Naive (All),237.0,0.05248664319515228,0.8441491325212255,0.08135591801137691,0.023081370081576152,0.03866333604373097
265,DBC,Naive (All),237.0,0.05489062611013651,0.9665831244778613,0.08135591801137691,0.023081370081576152,0.03866333604373097
266,F-ACF,10,237.0,0.006799735873937607,0.8324848103917871,0.08135591801137691,0.023081370081576152,0.03866333604373097
267,F-DBC,10,237.0,0.008071147867788871,0.7599525220058402,0.08135591801137691,0.023081370081576152,0.03866333604373097
268,"F-ACF, Optimized",10,237.0,0.42165491509561737,0.8031339031339032,0.08135591801137691,0.023081370081576152,0.03866333604373097
269,F-ACF,20,237.0,0.013577854447066783,0.834948926412341,0.08135591801137691,0.023081370081576152,0.03866333604373097
270,F-DBC,20,237.0,0.014851630479097367,0.8653198653198654,0.08135591801137691,0.023081370081576152,0.03866333604373097
271,"F-ACF, Optimized",20,237.0,0.5389091511256993,0.8653741922034605,0.08135591801137691,0.023081370081576152,0.03866333604373097
272,F-ACF,30,237.0,0.02004299887145559,0.9146916951795001,0.08135591801137691,0.023081370081576152,0.03866333604373097
273,F-DBC,30,237.0,0.021899478882551192,0.8297410192147033,0.08135591801137691,0.023081370081576152,0.03866333604373097
274,"F-ACF, Optimized",30,237.0,0.549534854789575,0.8832603710652491,0.08135591801137691,0.023081370081576152,0.03866333604373097
275,KNN,Naive (All),100.0,0.022204231843352316,0.7433862433862434,0.08131427235257396,0.017791278824300122,0.03922951243487491
276,DBC,Naive (All),100.0,0.024021636477361122,0.848017898783639,0.08131427235257396,0.017791278824300122,0.03922951243487491
277,F-ACF,10,100.0,0.006842809077352285,0.7432758999466466,0.08131427235257396,0.017791278824300122,0.03922951243487491
278,F-DBC,10,100.0,0.008076952553043764,0.7149324594021135,0.08131427235257396,0.017791278824300122,0.03922951243487491
279,"F-ACF, Optimized",10,100.0,0.1961295065159599,0.7681477942347508,0.08131427235257396,0.017791278824300122,0.03922951243487491
280,F-ACF,20,100.0,0.013408223756899436,0.8473748473748474,0.08131427235257396,0.017791278824300122,0.03922951243487491
281,F-DBC,20,100.0,0.01505530122667551,0.8991348759641443,0.08131427235257396,0.017791278824300122,0.03922951243487491
282,"F-ACF, Optimized",20,100.0,0.24698517325644692,0.8991348759641443,0.08131427235257396,0.017791278824300122,0.03922951243487491
283,F-ACF,30,100.0,0.02020449113721649,0.8826733710454641,0.08131427235257396,0.017791278824300122,0.03922951243487491
284,F-DBC,30,100.0,0.023673708798984686,0.8299380358203887,0.08131427235257396,0.017791278824300122,0.03922951243487491
285,"F-ACF, Optimized",30,100.0,0.2586227825221916,0.9333333333333332,0.08131427235257396,0.017791278824300122,0.03922951243487491
286,KNN,Naive (All),105.0,0.023143387710054714,0.6800331800331799,0.08131427235257396,0.017791278824300122,0.03922951243487491
287,DBC,Naive (All),105.0,0.025317970446000496,0.7693211181583276,0.08131427235257396,0.017791278824300122,0.03922951243487491
288,F-ACF,10,105.0,0.006858017233510812,0.5517555859553124,0.08131427235257396,0.017791278824300122,0.03922951243487491
289,F-DBC,10,105.0,0.008145694869259994,0.6912457912457913,0.08131427235257396,0.017791278824300122,0.03922951243487491
290,"F-ACF, Optimized",10,105.0,0.20516202912355463,0.6682197206587451,0.08131427235257396,0.017791278824300122,0.03922951243487491
291,F-ACF,20,105.0,0.013555984975149234,0.7723187207058175,0.08131427235257396,0.017791278824300122,0.03922951243487491
292,F-DBC,20,105.0,0.015006410609930753,0.8126168126168126,0.08131427235257396,0.017791278824300122,0.03922951243487491
293,"F-ACF, Optimized",20,105.0,0.25822426760569217,0.8126314467777882,0.08131427235257396,0.017791278824300122,0.03922951243487491
294,F-ACF,30,105.0,0.024546486573914686,0.8092284976005906,0.08131427235257396,0.017791278824300122,0.03922951243487491
295,F-DBC,30,105.0,0.025207570350418488,0.8437799926172019,0.08131427235257396,0.017791278824300122,0.03922951243487491
296,"F-ACF, Optimized",30,105.0,0.26570682106539606,0.8287535976134955,0.08131427235257396,0.017791278824300122,0.03922951243487491
297,KNN,Naive (All),111.0,0.024425221141427755,0.7316704459561603,0.08131427235257396,0.017791278824300122,0.03922951243487491
298,DBC,Naive (All),111.0,0.026577120926231147,0.8967983865885171,0.08131427235257396,0.017791278824300122,0.03922951243487491
299,F-ACF,10,111.0,0.0068118324813743435,0.7286967418546366,0.08131427235257396,0.017791278824300122,0.03922951243487491
300,F-DBC,10,111.0,0.008108107776691516,0.697191697191697,0.08131427235257396,0.017791278824300122,0.03922951243487491
301,"F-ACF, Optimized",10,111.0,0.21602125118176144,0.7857619345424224,0.08131427235257396,0.017791278824300122,0.03922951243487491
302,F-ACF,20,111.0,0.013504306071748335,0.7399138268703486,0.08131427235257396,0.017791278824300122,0.03922951243487491
303,F-DBC,20,111.0,0.015048138548930485,0.8117371483792358,0.08131427235257396,0.017791278824300122,0.03922951243487491
304,"F-ACF, Optimized",20,111.0,0.27181821142633755,0.7843884582256676,0.08131427235257396,0.017791278824300122,0.03922951243487491
305,F-ACF,30,111.0,0.020310160362472136,0.8488721804511278,0.08131427235257396,0.017791278824300122,0.03922951243487491
306,F-DBC,30,111.0,0.022015785550077757,0.8437799926172019,0.08131427235257396,0.017791278824300122,0.03922951243487491
307,"F-ACF, Optimized",30,111.0,0.2787296635409196,0.7986866791744841,0.08131427235257396,0.017791278824300122,0.03922951243487491
308,KNN,Naive (All),117.0,0.025960942544043065,0.7333333333333334,0.08131427235257396,0.017791278824300122,0.03922951243487491
309,DBC,Naive (All),117.0,0.028096236909429233,0.8823277706461276,0.08131427235257396,0.017791278824300122,0.03922951243487491
310,F-ACF,10,117.0,0.006848043917367856,0.6922236922236923,0.08131427235257396,0.017791278824300122,0.03922951243487491
311,F-DBC,10,117.0,0.008190092165023088,0.7231720092185209,0.08131427235257396,0.017791278824300122,0.03922951243487491
312,"F-ACF, Optimized",10,117.0,0.2228878810380896,0.8109784202807458,0.08131427235257396,0.017791278824300122,0.03922951243487491
313,F-ACF,20,117.0,0.013412231424202522,0.8316135084427767,0.08131427235257396,0.017791278824300122,0.03922951243487491
314,F-DBC,20,117.0,0.015223636198788882,0.7980785296574769,0.08131427235257396,0.017791278824300122,0.03922951243487491
315,"F-ACF, Optimized",20,117.0,0.2929876475284497,0.8499061913696059,0.08131427235257396,0.017791278824300122,0.03922951243487491
316,F-ACF,30,117.0,0.02016325294971466,0.8814814814814814,0.08131427235257396,0.017791278824300122,0.03922951243487491
317,F-DBC,30,117.0,0.02184417446454366,0.8811945374355704,0.08131427235257396,0.017791278824300122,0.03922951243487491
318,"F-ACF, Optimized",30,117.0,0.2920273407983283,0.8989898989898989,0.08131427235257396,0.017791278824300122,0.03922951243487491
319,KNN,Naive (All),122.0,0.026821968766550224,0.7007400458619971,0.08131427235257396,0.017791278824300122,0.03922951243487491
320,DBC,Naive (All),122.0,0.029103151864061753,0.7735695828719084,0.08131427235257396,0.017791278824300122,0.03922951243487491
321,F-ACF,10,122.0,0.006756980593005816,0.6957671957671957,0.08131427235257396,0.017791278824300122,0.03922951243487491
322,F-DBC,10,122.0,0.008067386380086342,0.7470342522974103,0.08131427235257396,0.017791278824300122,0.03922951243487491
323,"F-ACF, Optimized",10,122.0,0.2297304774944981,0.7749287749287749,0.08131427235257396,0.017791278824300122,0.03922951243487491
324,F-ACF,20,122.0,0.013479612208902836,0.7999999999999999,0.08131427235257396,0.017791278824300122,0.03922951243487491
325,F-DBC,20,122.0,0.01581609742715955,0.7440750855385002,0.08131427235257396,0.017791278824300122,0.03922951243487491
326,"F-ACF, Optimized",20,122.0,0.2934644882256786,0.811857153320568,0.08131427235257396,0.017791278824300122,0.03922951243487491
327,F-ACF,30,122.0,0.020172894404580196,0.8291958279718377,0.08131427235257396,0.017791278824300122,0.03922951243487491
328,F-DBC,30,122.0,0.02182754995301366,0.7686163965233733,0.08131427235257396,0.017791278824300122,0.03922951243487491
329,"F-ACF, Optimized",30,122.0,0.30265428706382713,0.7907223495458789,0.08131427235257396,0.017791278824300122,0.03922951243487491
330,KNN,Naive (All),128.0,0.028289361267040174,0.7034268310864055,0.08131427235257396,0.017791278824300122,0.03922951243487491
331,DBC,Naive (All),128.0,0.030317609229435525,0.8455495723788408,0.08131427235257396,0.017791278824300122,0.03922951243487491
332,F-ACF,10,128.0,0.006777389937390884,0.7807588075880759,0.08131427235257396,0.017791278824300122,0.03922951243487491
333,F-DBC,10,128.0,0.008093868537495533,0.7680296756383713,0.08131427235257396,0.017791278824300122,0.03922951243487491
334,"F-ACF, Optimized",10,128.0,0.25533488874013227,0.7924623432280834,0.08131427235257396,0.017791278824300122,0.03922951243487491
335,F-ACF,20,128.0,0.013497042593856652,0.8113504381797064,0.08131427235257396,0.017791278824300122,0.03922951243487491
336,F-DBC,20,128.0,0.014946643076837064,0.7964646464646464,0.08131427235257396,0.017791278824300122,0.03922951243487491
337,"F-ACF, Optimized",20,128.0,0.3101000979853173,0.8020220971440484,0.08131427235257396,0.017791278824300122,0.03922951243487491
338,F-ACF,30,128.0,0.020025443099439145,0.8457671957671958,0.08131427235257396,0.017791278824300122,0.03922951243487491
339,F-DBC,30,128.0,0.021691312454640864,0.8429898132973426,0.08131427235257396,0.017791278824300122,0.03922951243487491
340,"F-ACF, Optimized",30,128.0,0.3157918478672703,0.8823277706461276,0.08131427235257396,0.017791278824300122,0.03922951243487491
341,KNN,Naive (All),134.0,0.032819458997497955,0.7356555640308501,0.08131427235257396,0.017791278824300122,0.03922951243487491
342,DBC,Naive (All),134.0,0.031675147575636706,0.8985879332477534,0.08131427235257396,0.017791278824300122,0.03922951243487491
343,F-ACF,10,134.0,0.006717606664945682,0.698331193838254,0.08131427235257396,0.017791278824300122,0.03922951243487491
344,F-DBC,10,134.0,0.008118400909006595,0.8012531328320801,0.08131427235257396,0.017791278824300122,0.03922951243487491
345,"F-ACF, Optimized",10,134.0,0.25097894280528027,0.8663324979114453,0.08131427235257396,0.017791278824300122,0.03922951243487491
346,F-ACF,20,134.0,0.013490898596743742,0.8815628815628815,0.08131427235257396,0.017791278824300122,0.03922951243487491
347,F-DBC,20,134.0,0.01501639150083065,0.7512884978001257,0.08131427235257396,0.017791278824300122,0.03922951243487491
348,"F-ACF, Optimized",20,134.0,0.3205623333963255,0.8836877214925996,0.08131427235257396,0.017791278824300122,0.03922951243487491
349,F-ACF,30,134.0,0.02014911767716209,0.8975546732211509,0.08131427235257396,0.017791278824300122,0.03922951243487491
350,F-DBC,30,134.0,0.021839052687088648,0.86353227873364,0.08131427235257396,0.017791278824300122,0.03922951243487491
351,"F-ACF, Optimized",30,134.0,0.33325318787246944,0.8826733710454641,0.08131427235257396,0.017791278824300122,0.03922951243487491
352,KNN,Naive (All),139.0,0.030788592187066872,0.708994708994709,0.08131427235257396,0.017791278824300122,0.03922951243487491
353,DBC,Naive (All),139.0,0.032569023811568815,0.8084902177925434,0.08131427235257396,0.017791278824300122,0.03922951243487491
354,F-ACF,10,139.0,0.006773619633167982,0.8149724802201582,0.08131427235257396,0.017791278824300122,0.03922951243487491
355,F-DBC,10,139.0,0.008053448330610991,0.8028792912513842,0.08131427235257396,0.017791278824300122,0.03922951243487491
356,"F-ACF, Optimized",10,139.0,0.2640655679317812,0.7993283746037724,0.08131427235257396,0.017791278824300122,0.03922951243487491
357,F-ACF,20,139.0,0.013368165213614702,0.7452242685692162,0.08131427235257396,0.017791278824300122,0.03922951243487491
358,F-DBC,20,139.0,0.014958629850298166,0.7404946474713917,0.08131427235257396,0.017791278824300122,0.03922951243487491
359,"F-ACF, Optimized",20,139.0,0.3367497321528693,0.8441491325212255,0.08131427235257396,0.017791278824300122,0.03922951243487491
360,F-ACF,30,139.0,0.02005059632162253,0.8624338624338623,0.08131427235257396,0.017791278824300122,0.03922951243487491
361,F-DBC,30,139.0,0.02185994399090608,0.7866632160110422,0.08131427235257396,0.017791278824300122,0.03922951243487491
362,"F-ACF, Optimized",30,139.0,0.3424687532708049,0.8975546732211509,0.08131427235257396,0.017791278824300122,0.03922951243487491
363,KNN,Naive (All),145.0,0.032237525936216115,0.6588309239472031,0.08131427235257396,0.017791278824300122,0.03922951243487491
