,Dataset,Value,Method,Algorithm,Repetition
1810,Petralia IRS with Covariable,0.7092490842490842,"ACF, with covariable",ACF+RF,30
1811,Petralia IRS with Covariable,0.7979166666666666,"ACF, with covariable",ACF+Ridge,30
1812,Petralia IRS with Covariable,0.9253968253968254,"ACF, with covariable",ACF+SVC,30
1813,Petralia IRS with Covariable,1.0,"ACF, with covariable",ACF+RF,30
1814,Petralia IRS with Covariable,0.7694444444444444,"ACF, with covariable",ACF+Ridge,30
1815,Petralia IRS with Covariable,0.8803030303030304,"ACF, with covariable",ACF+SVC,30
1816,Petralia IRS with Covariable,0.8487554112554112,"ACF, with covariable",ACF+RF,30
1817,Petralia IRS with Covariable,0.9571428571428571,"ACF, with covariable",ACF+Ridge,30
1818,Petralia IRS with Covariable,0.7166125541125541,"ACF, with covariable",ACF+SVC,30
1819,Petralia IRS with Covariable,0.7958333333333334,"ACF, with covariable",ACF+RF,30
1820,Petralia IRS with Covariable,0.8708333333333333,"ACF, with covariable",ACF+Ridge,30
1821,Petralia IRS with Covariable,0.8541666666666666,"ACF, with covariable",ACF+SVC,30
1822,Petralia IRS with Covariable,0.8321428571428571,"ACF, with covariable",ACF+RF,30
1823,Petralia IRS with Covariable,0.8457792207792207,"ACF, with covariable",ACF+Ridge,30
1824,Petralia IRS with Covariable,0.8488095238095239,"ACF, with covariable",ACF+SVC,30
1825,Petralia IRS with Covariable,0.7208333333333333,"ACF, with covariable",ACF+RF,30
1826,Petralia IRS with Covariable,0.8,"ACF, with covariable",ACF+Ridge,30
1827,Petralia IRS with Covariable,0.7592261904761904,"ACF, with covariable",ACF+SVC,30
1828,Petralia IRS with Covariable,0.7666666666666666,"ACF, with covariable",ACF+RF,30
1829,Petralia IRS with Covariable,0.7791666666666666,"ACF, with covariable",ACF+Ridge,30
1830,Petralia IRS,0.8166666666666667,"ACF, correlation only",ACF+SVC,30
1831,Petralia IRS,0.838095238095238,"ACF, correlation only",ACF+RF,30
1832,Petralia IRS,0.8390873015873016,"ACF, correlation only",ACF+Ridge,30
1833,Petralia IRS,0.8833333333333333,"ACF, correlation only",ACF+SVC,30
1834,Petralia IRS,0.825,"ACF, correlation only",ACF+RF,30
1835,Petralia IRS,0.9154761904761904,"ACF, correlation only",ACF+Ridge,30
1836,Petralia IRS,0.8175595238095238,"ACF, correlation only",ACF+SVC,30
1837,Petralia IRS,0.8111111111111111,"ACF, correlation only",ACF+RF,30
1838,Petralia IRS,0.7821428571428571,"ACF, correlation only",ACF+Ridge,30
1839,Petralia IRS,0.7444444444444445,"ACF, correlation only",ACF+SVC,30
1840,Petralia IRS,0.85,"ACF, correlation only",ACF+RF,30
1841,Petralia IRS,0.8425595238095238,"ACF, correlation only",ACF+Ridge,30
1842,Petralia IRS,0.8207792207792208,"ACF, correlation only",ACF+SVC,30
1843,Petralia IRS,0.7541125541125542,"ACF, correlation only",ACF+RF,30
1844,Petralia IRS,0.8487554112554112,"ACF, correlation only",ACF+Ridge,30
1845,Petralia IRS,0.7594696969696969,"ACF, correlation only",ACF+SVC,30
1846,Petralia IRS,0.5683982683982685,"ACF, correlation only",ACF+RF,30
1847,Petralia IRS,0.8988095238095237,"ACF, correlation only",ACF+Ridge,30
1848,Petralia IRS,0.8624458874458875,"ACF, correlation only",ACF+SVC,30
1849,Petralia IRS,0.8395833333333333,"ACF, correlation only",ACF+RF,30
1850,Petralia IRS,0.7672619047619047,"ACF, correlation only",ACF+Ridge,30
1851,Petralia IRS,0.8604166666666666,"ACF, correlation only",ACF+SVC,30
1852,Petralia IRS,0.961111111111111,"ACF, correlation only",ACF+RF,30
1853,Petralia IRS,0.946969696969697,"ACF, correlation only",ACF+Ridge,30
1854,Petralia IRS,0.8738095238095238,"ACF, correlation only",ACF+SVC,30
1855,Petralia IRS,0.7047619047619048,"ACF, correlation only",ACF+RF,30
1856,Petralia IRS,0.7303030303030302,"ACF, correlation only",ACF+Ridge,30
1857,Petralia IRS,0.5431818181818182,"ACF, correlation only",ACF+SVC,30
1858,Petralia IRS,0.7931818181818182,"ACF, correlation only",ACF+RF,30
1859,Petralia IRS,0.7617424242424242,"ACF, correlation only",ACF+Ridge,30
1860,Petralia IRS with Covariable,0.7440476190476191,"ACF, with covariable",ACF+SVC,31
1861,Petralia IRS with Covariable,0.6623015873015873,"ACF, with covariable",ACF+RF,31
1862,Petralia IRS with Covariable,0.6892857142857143,"ACF, with covariable",ACF+Ridge,31
1863,Petralia IRS with Covariable,0.9015873015873015,"ACF, with covariable",ACF+SVC,31
1864,Petralia IRS with Covariable,0.9015873015873015,"ACF, with covariable",ACF+RF,31
1865,Petralia IRS with Covariable,0.8708333333333333,"ACF, with covariable",ACF+Ridge,31
1866,Petralia IRS with Covariable,0.9154761904761904,"ACF, with covariable",ACF+SVC,31
1867,Petralia IRS with Covariable,0.8833333333333333,"ACF, with covariable",ACF+RF,31
1868,Petralia IRS with Covariable,0.7821428571428571,"ACF, with covariable",ACF+Ridge,31
1869,Petralia IRS with Covariable,0.7219696969696969,"ACF, with covariable",ACF+SVC,31
1870,Petralia IRS with Covariable,0.721153846153846,"ACF, with covariable",ACF+RF,31
1871,Petralia IRS with Covariable,0.8770833333333333,"ACF, with covariable",ACF+Ridge,31
1872,Petralia IRS with Covariable,0.9253968253968254,"ACF, with covariable",ACF+SVC,31
1873,Petralia IRS with Covariable,1.0,"ACF, with covariable",ACF+RF,31
1874,Petralia IRS with Covariable,0.7861111111111112,"ACF, with covariable",ACF+Ridge,31
1875,Petralia IRS with Covariable,0.8738095238095238,"ACF, with covariable",ACF+SVC,31
1876,Petralia IRS with Covariable,0.8976190476190476,"ACF, with covariable",ACF+RF,31
1877,Petralia IRS with Covariable,0.9571428571428571,"ACF, with covariable",ACF+Ridge,31
1878,Petralia IRS with Covariable,0.8465277777777778,"ACF, with covariable",ACF+SVC,31
1879,Petralia IRS with Covariable,0.8041666666666667,"ACF, with covariable",ACF+RF,31
1880,Petralia IRS with Covariable,0.8708333333333333,"ACF, with covariable",ACF+Ridge,31
1881,Petralia IRS with Covariable,0.7058982683982684,"ACF, with covariable",ACF+SVC,31
1882,Petralia IRS with Covariable,0.8988095238095237,"ACF, with covariable",ACF+RF,31
1883,Petralia IRS with Covariable,0.8490530303030304,"ACF, with covariable",ACF+Ridge,31
1884,Petralia IRS with Covariable,0.7339285714285715,"ACF, with covariable",ACF+SVC,31
1885,Petralia IRS with Covariable,0.7833333333333333,"ACF, with covariable",ACF+RF,31
1886,Petralia IRS with Covariable,0.7761363636363636,"ACF, with covariable",ACF+Ridge,31
1887,Petralia IRS with Covariable,0.6265151515151515,"ACF, with covariable",ACF+SVC,31
1888,Petralia IRS with Covariable,0.6265151515151515,"ACF, with covariable",ACF+RF,31
1889,Petralia IRS with Covariable,0.7791666666666666,"ACF, with covariable",ACF+Ridge,31
1890,Petralia IRS,0.8166666666666667,"ACF, correlation only",ACF+SVC,31
1891,Petralia IRS,0.7081349206349206,"ACF, correlation only",ACF+RF,31
1892,Petralia IRS,0.6863095238095238,"ACF, correlation only",ACF+Ridge,31
1893,Petralia IRS,0.8666666666666667,"ACF, correlation only",ACF+SVC,31
1894,Petralia IRS,0.8633928571428571,"ACF, correlation only",ACF+RF,31
1895,Petralia IRS,0.9571428571428571,"ACF, correlation only",ACF+Ridge,31
1896,Petralia IRS,0.8488095238095238,"ACF, correlation only",ACF+SVC,31
1897,Petralia IRS,0.7890873015873017,"ACF, correlation only",ACF+RF,31
1898,Petralia IRS,0.9154761904761904,"ACF, correlation only",ACF+Ridge,31
1899,Petralia IRS,0.8361111111111111,"ACF, correlation only",ACF+SVC,31
1900,Petralia IRS,0.7958333333333333,"ACF, correlation only",ACF+RF,31
1901,Petralia IRS,0.7166666666666667,"ACF, correlation only",ACF+Ridge,31
1902,Petralia IRS,0.9707792207792207,"ACF, correlation only",ACF+SVC,31
1903,Petralia IRS,0.9707792207792207,"ACF, correlation only",ACF+RF,31
1904,Petralia IRS,0.8487554112554112,"ACF, correlation only",ACF+Ridge,31
1905,Petralia IRS,0.8803030303030304,"ACF, correlation only",ACF+SVC,31
1906,Petralia IRS,0.8136363636363636,"ACF, correlation only",ACF+RF,31
1907,Petralia IRS,0.8988095238095237,"ACF, correlation only",ACF+Ridge,31
1908,Petralia IRS,0.7957792207792207,"ACF, correlation only",ACF+SVC,31
1909,Petralia IRS,0.8214285714285714,"ACF, correlation only",ACF+RF,31
1910,Petralia IRS,0.8130411255411256,"ACF, correlation only",ACF+Ridge,31
1911,Petralia IRS,0.961111111111111,"ACF, correlation only",ACF+SVC,31
1912,Petralia IRS,0.79375,"ACF, correlation only",ACF+RF,31
1913,Petralia IRS,0.7414141414141414,"ACF, correlation only",ACF+Ridge,31
1914,Petralia IRS,0.842063492063492,"ACF, correlation only",ACF+SVC,31
1915,Petralia IRS,0.771969696969697,"ACF, correlation only",ACF+RF,31
1916,Petralia IRS,0.7303030303030302,"ACF, correlation only",ACF+Ridge,31
1917,Petralia IRS,0.6708333333333334,"ACF, correlation only",ACF+SVC,31
1918,Petralia IRS,0.5931818181818183,"ACF, correlation only",ACF+RF,31
1919,Petralia IRS,0.7227564102564102,"ACF, correlation only",ACF+Ridge,31
1920,Petralia IRS with Covariable,0.7440476190476191,"ACF, with covariable",ACF+SVC,32
1921,Petralia IRS with Covariable,0.838095238095238,"ACF, with covariable",ACF+RF,32
1922,Petralia IRS with Covariable,0.6892857142857143,"ACF, with covariable",ACF+Ridge,32
1923,Petralia IRS with Covariable,0.9182539682539683,"ACF, with covariable",ACF+SVC,32
1924,Petralia IRS with Covariable,0.8297619047619047,"ACF, with covariable",ACF+RF,32
1925,Petralia IRS with Covariable,0.9131944444444444,"ACF, with covariable",ACF+Ridge,32
1926,Petralia IRS with Covariable,0.9154761904761904,"ACF, with covariable",ACF+SVC,32
1927,Petralia IRS with Covariable,0.8515873015873017,"ACF, with covariable",ACF+RF,32
1928,Petralia IRS with Covariable,0.7821428571428571,"ACF, with covariable",ACF+Ridge,32
1929,Petralia IRS with Covariable,0.7219696969696969,"ACF, with covariable",ACF+SVC,32
1930,Petralia IRS with Covariable,0.6259157509157509,"ACF, with covariable",ACF+RF,32
1931,Petralia IRS with Covariable,0.7979166666666666,"ACF, with covariable",ACF+Ridge,32
1932,Petralia IRS with Covariable,0.9097222222222222,"ACF, with covariable",ACF+SVC,32
1933,Petralia IRS with Covariable,1.0,"ACF, with covariable",ACF+RF,32
1934,Petralia IRS with Covariable,0.7694444444444444,"ACF, with covariable",ACF+Ridge,32
1935,Petralia IRS with Covariable,0.8738095238095238,"ACF, with covariable",ACF+SVC,32
1936,Petralia IRS with Covariable,0.8178030303030303,"ACF, with covariable",ACF+RF,32
1937,Petralia IRS with Covariable,0.9571428571428571,"ACF, with covariable",ACF+Ridge,32
1938,Petralia IRS with Covariable,0.7464285714285714,"ACF, with covariable",ACF+SVC,32
1939,Petralia IRS with Covariable,0.8277777777777778,"ACF, with covariable",ACF+RF,32
1940,Petralia IRS with Covariable,0.8708333333333333,"ACF, with covariable",ACF+Ridge,32
1941,Petralia IRS with Covariable,0.7964285714285715,"ACF, with covariable",ACF+SVC,32
1942,Petralia IRS with Covariable,0.8589285714285715,"ACF, with covariable",ACF+RF,32
1943,Petralia IRS with Covariable,0.6886363636363637,"ACF, with covariable",ACF+Ridge,32
1944,Petralia IRS with Covariable,0.7261904761904763,"ACF, with covariable",ACF+SVC,32
1945,Petralia IRS with Covariable,0.7833333333333333,"ACF, with covariable",ACF+RF,32
1946,Petralia IRS with Covariable,0.7303030303030302,"ACF, with covariable",ACF+Ridge,32
1947,Petralia IRS with Covariable,0.725,"ACF, with covariable",ACF+SVC,32
1948,Petralia IRS with Covariable,0.5931818181818183,"ACF, with covariable",ACF+RF,32
1949,Petralia IRS with Covariable,0.7617424242424242,"ACF, with covariable",ACF+Ridge,32
1950,Petralia IRS,0.8166666666666667,"ACF, correlation only",ACF+SVC,32
1951,Petralia IRS,0.7708333333333333,"ACF, correlation only",ACF+RF,32
1952,Petralia IRS,0.6863095238095238,"ACF, correlation only",ACF+Ridge,32
1953,Petralia IRS,0.9071428571428571,"ACF, correlation only",ACF+SVC,32
1954,Petralia IRS,0.8238095238095238,"ACF, correlation only",ACF+RF,32
1955,Petralia IRS,0.9154761904761904,"ACF, correlation only",ACF+Ridge,32
1956,Petralia IRS,0.9154761904761904,"ACF, correlation only",ACF+SVC,32
1957,Petralia IRS,0.8488095238095238,"ACF, correlation only",ACF+RF,32
1958,Petralia IRS,0.7821428571428571,"ACF, correlation only",ACF+Ridge,32
1959,Petralia IRS,0.8111111111111111,"ACF, correlation only",ACF+SVC,32
1960,Petralia IRS,0.7397186147186147,"ACF, correlation only",ACF+RF,32
1961,Petralia IRS,0.7166666666666667,"ACF, correlation only",ACF+Ridge,32
1962,Petralia IRS,0.9707792207792207,"ACF, correlation only",ACF+SVC,32
1963,Petralia IRS,0.9707792207792207,"ACF, correlation only",ACF+RF,32
1964,Petralia IRS,0.802922077922078,"ACF, correlation only",ACF+Ridge,32
1965,Petralia IRS,0.821969696969697,"ACF, correlation only",ACF+SVC,32
1966,Petralia IRS,0.7178030303030303,"ACF, correlation only",ACF+RF,32
1967,Petralia IRS,0.8988095238095237,"ACF, correlation only",ACF+Ridge,32
1968,Petralia IRS,0.7600649350649351,"ACF, correlation only",ACF+SVC,32
1969,Petralia IRS,0.8214285714285714,"ACF, correlation only",ACF+RF,32
1970,Petralia IRS,0.8214285714285714,"ACF, correlation only",ACF+Ridge,32
1971,Petralia IRS,0.8604166666666666,"ACF, correlation only",ACF+SVC,32
1972,Petralia IRS,0.8604166666666666,"ACF, correlation only",ACF+RF,32
1973,Petralia IRS,0.7414141414141414,"ACF, correlation only",ACF+Ridge,32
1974,Petralia IRS,0.8486111111111111,"ACF, correlation only",ACF+SVC,32
1975,Petralia IRS,0.8291666666666666,"ACF, correlation only",ACF+RF,32
1976,Petralia IRS,0.7303030303030302,"ACF, correlation only",ACF+Ridge,32
1977,Petralia IRS,0.614423076923077,"ACF, correlation only",ACF+SVC,32
1978,Petralia IRS,0.7931818181818182,"ACF, correlation only",ACF+RF,32
1979,Petralia IRS,0.7617424242424242,"ACF, correlation only",ACF+Ridge,32
1980,Petralia IRS with Covariable,0.7440476190476191,"ACF, with covariable",ACF+SVC,33
1981,Petralia IRS with Covariable,0.7515873015873016,"ACF, with covariable",ACF+RF,33
1982,Petralia IRS with Covariable,0.6892857142857143,"ACF, with covariable",ACF+Ridge,33
1983,Petralia IRS with Covariable,0.8708333333333333,"ACF, with covariable",ACF+SVC,33
1984,Petralia IRS with Covariable,0.8297619047619047,"ACF, with covariable",ACF+RF,33
1985,Petralia IRS with Covariable,0.9131944444444444,"ACF, with covariable",ACF+Ridge,33
1986,Petralia IRS with Covariable,0.9154761904761904,"ACF, with covariable",ACF+SVC,33
1987,Petralia IRS with Covariable,0.8488095238095238,"ACF, with covariable",ACF+RF,33
1988,Petralia IRS with Covariable,0.7821428571428571,"ACF, with covariable",ACF+Ridge,33
1989,Petralia IRS with Covariable,0.6958333333333333,"ACF, with covariable",ACF+SVC,33
1990,Petralia IRS with Covariable,0.6884157509157509,"ACF, with covariable",ACF+RF,33
1991,Petralia IRS with Covariable,0.9323863636363636,"ACF, with covariable",ACF+Ridge,33
1992,Petralia IRS with Covariable,0.8628968253968254,"ACF, with covariable",ACF+SVC,33
1993,Petralia IRS with Covariable,1.0,"ACF, with covariable",ACF+RF,33
1994,Petralia IRS with Covariable,0.7694444444444444,"ACF, with covariable",ACF+Ridge,33
1995,Petralia IRS with Covariable,0.946969696969697,"ACF, with covariable",ACF+SVC,33
1996,Petralia IRS with Covariable,0.6862554112554113,"ACF, with covariable",ACF+RF,33
1997,Petralia IRS with Covariable,0.9154761904761906,"ACF, with covariable",ACF+Ridge,33
1998,Petralia IRS with Covariable,0.8351190476190476,"ACF, with covariable",ACF+SVC,33
1999,Petralia IRS with Covariable,0.771969696969697,"ACF, with covariable",ACF+RF,33
2000,Petralia IRS with Covariable,0.8708333333333333,"ACF, with covariable",ACF+Ridge,33
2001,Petralia IRS with Covariable,0.7058982683982684,"ACF, with covariable",ACF+SVC,33
2002,Petralia IRS with Covariable,0.8321428571428571,"ACF, with covariable",ACF+RF,33
2003,Petralia IRS with Covariable,0.6907196969696969,"ACF, with covariable",ACF+Ridge,33
2004,Petralia IRS with Covariable,0.8803030303030304,"ACF, with covariable",ACF+SVC,33
2005,Petralia IRS with Covariable,0.6833333333333333,"ACF, with covariable",ACF+RF,33
2006,Petralia IRS with Covariable,0.7761363636363636,"ACF, with covariable",ACF+Ridge,33
2007,Petralia IRS with Covariable,0.725,"ACF, with covariable",ACF+SVC,33
2008,Petralia IRS with Covariable,0.6208333333333333,"ACF, with covariable",ACF+RF,33
2009,Petralia IRS with Covariable,0.7791666666666666,"ACF, with covariable",ACF+Ridge,33
2010,Petralia IRS,0.8166666666666667,"ACF, correlation only",ACF+SVC,33
2011,Petralia IRS,0.7515873015873016,"ACF, correlation only",ACF+RF,33
2012,Petralia IRS,0.7791125541125541,"ACF, correlation only",ACF+Ridge,33
2013,Petralia IRS,0.8152777777777778,"ACF, correlation only",ACF+SVC,33
2014,Petralia IRS,0.7860119047619047,"ACF, correlation only",ACF+RF,33
2015,Petralia IRS,0.9258928571428571,"ACF, correlation only",ACF+Ridge,33
2016,Petralia IRS,0.8175595238095238,"ACF, correlation only",ACF+SVC,33
2017,Petralia IRS,0.7890873015873017,"ACF, correlation only",ACF+RF,33
2018,Petralia IRS,0.7821428571428571,"ACF, correlation only",ACF+Ridge,33
2019,Petralia IRS,0.6861111111111111,"ACF, correlation only",ACF+SVC,33
2020,Petralia IRS,0.8849206349206349,"ACF, correlation only",ACF+RF,33
2021,Petralia IRS,0.8777777777777778,"ACF, correlation only",ACF+Ridge,33
2022,Petralia IRS,0.9707792207792207,"ACF, correlation only",ACF+SVC,33
2023,Petralia IRS,0.9404761904761905,"ACF, correlation only",ACF+RF,33
2024,Petralia IRS,0.802922077922078,"ACF, correlation only",ACF+Ridge,33
2025,Petralia IRS,0.7594696969696969,"ACF, correlation only",ACF+SVC,33
2026,Petralia IRS,0.6577380952380952,"ACF, correlation only",ACF+RF,33
2027,Petralia IRS,0.9571428571428571,"ACF, correlation only",ACF+Ridge,33
2028,Petralia IRS,0.7957792207792207,"ACF, correlation only",ACF+SVC,33
2029,Petralia IRS,0.8214285714285714,"ACF, correlation only",ACF+RF,33
2030,Petralia IRS,0.7672619047619047,"ACF, correlation only",ACF+Ridge,33
2031,Petralia IRS,0.8604166666666666,"ACF, correlation only",ACF+SVC,33
2032,Petralia IRS,0.8604166666666666,"ACF, correlation only",ACF+RF,33
2033,Petralia IRS,0.7803030303030303,"ACF, correlation only",ACF+Ridge,33
2034,Petralia IRS,0.7833333333333333,"ACF, correlation only",ACF+SVC,33
2035,Petralia IRS,0.7863095238095239,"ACF, correlation only",ACF+RF,33
2036,Petralia IRS,0.7303030303030302,"ACF, correlation only",ACF+Ridge,33
2037,Petralia IRS,0.6,"ACF, correlation only",ACF+SVC,33
2038,Petralia IRS,0.5931818181818183,"ACF, correlation only",ACF+RF,33
2039,Petralia IRS,0.7791666666666666,"ACF, correlation only",ACF+Ridge,33
2040,Petralia IRS with Covariable,0.7440476190476191,"ACF, with covariable",ACF+SVC,34
2041,Petralia IRS with Covariable,0.7849206349206349,"ACF, with covariable",ACF+RF,34
2042,Petralia IRS with Covariable,0.6892857142857143,"ACF, with covariable",ACF+Ridge,34
2043,Petralia IRS with Covariable,0.9182539682539683,"ACF, with covariable",ACF+SVC,34
2044,Petralia IRS with Covariable,0.8270833333333333,"ACF, with covariable",ACF+RF,34
2045,Petralia IRS with Covariable,0.9131944444444444,"ACF, with covariable",ACF+Ridge,34
2046,Petralia IRS with Covariable,0.8797619047619047,"ACF, with covariable",ACF+SVC,34
2047,Petralia IRS with Covariable,0.8515873015873017,"ACF, with covariable",ACF+RF,34
2048,Petralia IRS with Covariable,0.8696428571428572,"ACF, with covariable",ACF+Ridge,34
2049,Petralia IRS with Covariable,0.6669871794871796,"ACF, with covariable",ACF+SVC,34
2050,Petralia IRS with Covariable,0.675915750915751,"ACF, with covariable",ACF+RF,34
2051,Petralia IRS with Covariable,0.8207792207792208,"ACF, with covariable",ACF+Ridge,34
2052,Petralia IRS with Covariable,0.9611111111111111,"ACF, with covariable",ACF+SVC,34
2053,Petralia IRS with Covariable,1.0,"ACF, with covariable",ACF+RF,34
2054,Petralia IRS with Covariable,0.7694444444444444,"ACF, with covariable",ACF+Ridge,34
2055,Petralia IRS with Covariable,0.8738095238095238,"ACF, with covariable",ACF+SVC,34
2056,Petralia IRS with Covariable,0.8445887445887446,"ACF, with covariable",ACF+RF,34
2057,Petralia IRS with Covariable,0.9154761904761906,"ACF, with covariable",ACF+Ridge,34
2058,Petralia IRS with Covariable,0.8351190476190476,"ACF, with covariable",ACF+SVC,34
2059,Petralia IRS with Covariable,0.7958333333333334,"ACF, with covariable",ACF+RF,34
2060,Petralia IRS with Covariable,0.8708333333333333,"ACF, with covariable",ACF+Ridge,34
2061,Petralia IRS with Covariable,0.8541666666666666,"ACF, with covariable",ACF+SVC,34
2062,Petralia IRS with Covariable,0.9020833333333333,"ACF, with covariable",ACF+RF,34
2063,Petralia IRS with Covariable,0.8457792207792207,"ACF, with covariable",ACF+Ridge,34
2064,Petralia IRS with Covariable,0.7339285714285715,"ACF, with covariable",ACF+SVC,34
2065,Petralia IRS with Covariable,0.6833333333333333,"ACF, with covariable",ACF+RF,34
2066,Petralia IRS with Covariable,0.834469696969697,"ACF, with covariable",ACF+Ridge,34
2067,Petralia IRS with Covariable,0.725,"ACF, with covariable",ACF+SVC,34
2068,Petralia IRS with Covariable,0.6265151515151515,"ACF, with covariable",ACF+RF,34
2069,Petralia IRS with Covariable,0.7791666666666666,"ACF, with covariable",ACF+Ridge,34
2070,Petralia IRS,0.8166666666666667,"ACF, correlation only",ACF+SVC,34
2071,Petralia IRS,0.7081349206349206,"ACF, correlation only",ACF+RF,34
2072,Petralia IRS,0.6863095238095238,"ACF, correlation only",ACF+Ridge,34
2073,Petralia IRS,0.8297619047619047,"ACF, correlation only",ACF+SVC,34
2074,Petralia IRS,0.7131944444444445,"ACF, correlation only",ACF+RF,34
2075,Petralia IRS,0.8611111111111112,"ACF, correlation only",ACF+Ridge,34
2076,Petralia IRS,0.8488095238095238,"ACF, correlation only",ACF+SVC,34
2077,Petralia IRS,0.8111111111111111,"ACF, correlation only",ACF+RF,34
2078,Petralia IRS,0.7821428571428571,"ACF, correlation only",ACF+Ridge,34
2079,Petralia IRS,0.7210317460317461,"ACF, correlation only",ACF+SVC,34
2080,Petralia IRS,0.8849206349206349,"ACF, correlation only",ACF+RF,34
2081,Petralia IRS,0.7166666666666667,"ACF, correlation only",ACF+Ridge,34
2082,Petralia IRS,0.9112554112554112,"ACF, correlation only",ACF+SVC,34
2083,Petralia IRS,0.9707792207792207,"ACF, correlation only",ACF+RF,34
2084,Petralia IRS,0.802922077922078,"ACF, correlation only",ACF+Ridge,34
2085,Petralia IRS,0.821969696969697,"ACF, correlation only",ACF+SVC,34
2086,Petralia IRS,0.5683982683982685,"ACF, correlation only",ACF+RF,34
2087,Petralia IRS,0.8988095238095237,"ACF, correlation only",ACF+Ridge,34
2088,Petralia IRS,0.7600649350649351,"ACF, correlation only",ACF+SVC,34
2089,Petralia IRS,0.6839285714285714,"ACF, correlation only",ACF+RF,34
2090,Petralia IRS,0.7672619047619047,"ACF, correlation only",ACF+Ridge,34
2091,Petralia IRS,0.8604166666666666,"ACF, correlation only",ACF+SVC,34
2092,Petralia IRS,0.7997474747474748,"ACF, correlation only",ACF+RF,34
2093,Petralia IRS,0.946969696969697,"ACF, correlation only",ACF+Ridge,34
2094,Petralia IRS,0.8738095238095238,"ACF, correlation only",ACF+SVC,34
2095,Petralia IRS,0.8515873015873017,"ACF, correlation only",ACF+RF,34
2096,Petralia IRS,0.7303030303030302,"ACF, correlation only",ACF+Ridge,34
2097,Petralia IRS,0.6583333333333333,"ACF, correlation only",ACF+SVC,34
2098,Petralia IRS,0.6,"ACF, correlation only",ACF+RF,34
2099,Petralia IRS,0.7617424242424242,"ACF, correlation only",ACF+Ridge,34
2100,Petralia IRS with Covariable,0.7797619047619048,"ACF, with covariable",ACF+SVC,35
2101,Petralia IRS with Covariable,0.8166666666666667,"ACF, with covariable",ACF+RF,35
2102,Petralia IRS with Covariable,0.8154761904761905,"ACF, with covariable",ACF+Ridge,35
2103,Petralia IRS with Covariable,0.9015873015873015,"ACF, with covariable",ACF+SVC,35
2104,Petralia IRS with Covariable,0.8152777777777778,"ACF, with covariable",ACF+RF,35
2105,Petralia IRS with Covariable,0.9131944444444444,"ACF, with covariable",ACF+Ridge,35
2106,Petralia IRS with Covariable,0.9154761904761904,"ACF, with covariable",ACF+SVC,35
2107,Petralia IRS with Covariable,0.8833333333333333,"ACF, with covariable",ACF+RF,35
2108,Petralia IRS with Covariable,0.7821428571428571,"ACF, with covariable",ACF+Ridge,35
2109,Petralia IRS with Covariable,0.6958333333333333,"ACF, with covariable",ACF+SVC,35
2110,Petralia IRS with Covariable,0.6259157509157509,"ACF, with covariable",ACF+RF,35
2111,Petralia IRS with Covariable,0.7979166666666666,"ACF, with covariable",ACF+Ridge,35
2112,Petralia IRS with Covariable,0.9253968253968254,"ACF, with covariable",ACF+SVC,35
2113,Petralia IRS with Covariable,1.0,"ACF, with covariable",ACF+RF,35
2114,Petralia IRS with Covariable,0.7694444444444444,"ACF, with covariable",ACF+Ridge,35
2115,Petralia IRS with Covariable,0.8803030303030304,"ACF, with covariable",ACF+SVC,35
2116,Petralia IRS with Covariable,0.8601190476190476,"ACF, with covariable",ACF+RF,35
2117,Petralia IRS with Covariable,0.9571428571428571,"ACF, with covariable",ACF+Ridge,35
2118,Petralia IRS with Covariable,0.8631944444444445,"ACF, with covariable",ACF+SVC,35
2119,Petralia IRS with Covariable,0.7958333333333334,"ACF, with covariable",ACF+RF,35
2120,Petralia IRS with Covariable,0.8708333333333333,"ACF, with covariable",ACF+Ridge,35
2121,Petralia IRS with Covariable,0.8541666666666666,"ACF, with covariable",ACF+SVC,35
2122,Petralia IRS with Covariable,0.7964285714285715,"ACF, with covariable",ACF+RF,35
2123,Petralia IRS with Covariable,0.6907196969696969,"ACF, with covariable",ACF+Ridge,35
2124,Petralia IRS with Covariable,0.8083333333333333,"ACF, with covariable",ACF+SVC,35
2125,Petralia IRS with Covariable,0.694047619047619,"ACF, with covariable",ACF+RF,35
2126,Petralia IRS with Covariable,0.7089285714285714,"ACF, with covariable",ACF+Ridge,35
2127,Petralia IRS with Covariable,0.6265151515151515,"ACF, with covariable",ACF+SVC,35
2128,Petralia IRS with Covariable,0.6575757575757575,"ACF, with covariable",ACF+RF,35
2129,Petralia IRS with Covariable,0.7791666666666666,"ACF, with covariable",ACF+Ridge,35
2130,Petralia IRS,0.8166666666666667,"ACF, correlation only",ACF+SVC,35
2131,Petralia IRS,0.8063492063492064,"ACF, correlation only",ACF+RF,35
2132,Petralia IRS,0.6863095238095238,"ACF, correlation only",ACF+Ridge,35
2133,Petralia IRS,0.8569444444444444,"ACF, correlation only",ACF+SVC,35
2134,Petralia IRS,0.7854166666666667,"ACF, correlation only",ACF+RF,35
2135,Petralia IRS,0.9154761904761904,"ACF, correlation only",ACF+Ridge,35
2136,Petralia IRS,0.8488095238095238,"ACF, correlation only",ACF+SVC,35
2137,Petralia IRS,0.8488095238095238,"ACF, correlation only",ACF+RF,35
2138,Petralia IRS,0.7821428571428571,"ACF, correlation only",ACF+Ridge,35
2139,Petralia IRS,0.7444444444444445,"ACF, correlation only",ACF+SVC,35
